Column-Num,Content ID,User ID,Reaction_Type,Datetime,Content_Type,Category,Sentiment,Score
5142,b50871e0-183e-4a1d-884b-f20fb271041b,808f5b0d-17e3-44e1-b58e-7f35ebabaff2,want,12/31/2020 21:24,photo,cooking,Positive,70
5143,5163acf9-9bde-4f09-81e2-d8711e774360,2129de92-ee91-425f-a854-07c553ee0b74,like,1/14/2021 3:41,audio,healthy eating,Positive,50
5144,5163acf9-9bde-4f09-81e2-d8711e774360,0ce03276-e538-4c96-bcae-9844fb0628ac,heart,7/16/2020 4:04,audio,healthy eating,Positive,60
5145,5163acf9-9bde-4f09-81e2-d8711e774360,8fe167eb-3c69-459a-b32d-b030b942eab4,love,10/13/2020 3:52,audio,healthy eating,Positive,65
5146,5163acf9-9bde-4f09-81e2-d8711e774360,3954373b-2411-4d3a-98ba-03bafc1a1a6d,super love,5/22/2021 23:01,audio,healthy eating,Positive,75
5147,5163acf9-9bde-4f09-81e2-d8711e774360,cab84c6a-e342-43ab-85a1-9c6ac1e93bac,heart,12/25/2020 4:20,audio,healthy eating,Positive,60
5148,5163acf9-9bde-4f09-81e2-d8711e774360,e43acf25-fcfb-4dbf-bc8c-ccbe16c329e7,want,10/9/2020 19:06,audio,healthy eating,Positive,70
5149,5163acf9-9bde-4f09-81e2-d8711e774360,ab9a4d70-3ae4-48d6-b161-c18bd687c3b4,want,10/5/2020 1:53,audio,healthy eating,Positive,70
5150,5163acf9-9bde-4f09-81e2-d8711e774360,93dd80c0-4ff2-42ed-9949-1621b0a68c63,scared,6/21/2020 11:45,audio,healthy eating,Negative,15
5151,5163acf9-9bde-4f09-81e2-d8711e774360,cafa0d07-63be-4b5b-bc7f-c4f4091d403d,cherish,8/15/2020 15:52,audio,healthy eating,Positive,70
5152,5163acf9-9bde-4f09-81e2-d8711e774360,d16ed6bf-d35e-463b-92b0-393ee67e220c,intrigued,1/27/2021 8:50,audio,healthy eating,Positive,45
5153,802a8533-3051-4e2c-ad30-7751ece5d514,392bf6a1-dd73-48a5-9fd9-431749f2a8ef,worried,1/30/2021 14:39,audio,food,Negative,12
5154,802a8533-3051-4e2c-ad30-7751ece5d514,9b6d35f9-5e15-4cd0-a8d7-b1f3340e02c4,like,11/10/2020 0:52,audio,food,Positive,50
5155,802a8533-3051-4e2c-ad30-7751ece5d514,600118fa-e6f4-4d74-aeb6-936abbbf38a1,disgust,3/30/2021 17:47,audio,food,Negative,0
5156,802a8533-3051-4e2c-ad30-7751ece5d514,ab9a4d70-3ae4-48d6-b161-c18bd687c3b4,intrigued,8/5/2020 16:14,audio,food,Positive,45
5157,802a8533-3051-4e2c-ad30-7751ece5d514,95023c1b-04b7-4efd-ab34-61a4a70bb9d8,super love,2/10/2021 11:42,audio,food,Positive,75
5158,802a8533-3051-4e2c-ad30-7751ece5d514,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,love,6/22/2020 21:12,audio,food,Positive,65
5159,802a8533-3051-4e2c-ad30-7751ece5d514,fe0e2711-bad0-4a0a-90fa-b2d9e8c773a8,adore,8/27/2020 23:00,audio,food,Positive,72
5160,802a8533-3051-4e2c-ad30-7751ece5d514,0873e9a7-234a-4096-a92a-8dc7a03eb0c5,adore,2/13/2021 7:29,audio,food,Positive,72
5161,802a8533-3051-4e2c-ad30-7751ece5d514,941db1b1-270d-47f8-8a96-43f5a7481f03,heart,5/18/2021 0:37,audio,food,Positive,60
5162,802a8533-3051-4e2c-ad30-7751ece5d514,a8229d24-f219-4930-a382-24049a8f73bb,want,12/21/2020 17:11,audio,food,Positive,70
5163,802a8533-3051-4e2c-ad30-7751ece5d514,a8229d24-f219-4930-a382-24049a8f73bb,hate,12/26/2020 12:54,audio,food,Negative,5
5164,802a8533-3051-4e2c-ad30-7751ece5d514,f0ef81ec-85b1-4475-ae60-aa7d373088aa,love,5/31/2021 17:20,audio,food,Positive,65
5165,802a8533-3051-4e2c-ad30-7751ece5d514,596342af-6379-4551-8379-f4b805f9d576,interested,8/22/2020 10:44,audio,food,Positive,30
5166,802a8533-3051-4e2c-ad30-7751ece5d514,69f2735b-eee6-4fc1-a934-b31c20beb780,peeking,12/12/2020 13:51,audio,food,Neutral,35
5167,802a8533-3051-4e2c-ad30-7751ece5d514,6fd58dea-315a-4ab2-8023-424a6ff455cd,indifferent,8/31/2020 2:13,audio,food,Neutral,20
5168,802a8533-3051-4e2c-ad30-7751ece5d514,c76c3393-88e2-47b0-ac37-dc4f2053f5a5,heart,9/11/2020 16:26,audio,food,Positive,60
5169,802a8533-3051-4e2c-ad30-7751ece5d514,b6fd2140-f8b9-498a-a07f-0dc9986736c6,dislike,1/21/2021 7:48,audio,food,Negative,10
5170,802a8533-3051-4e2c-ad30-7751ece5d514,43dc107a-bd3f-4cfe-96f7-8d17ca485bc2,peeking,2/23/2021 5:46,audio,food,Neutral,35
5171,802a8533-3051-4e2c-ad30-7751ece5d514,7bf3ce80-784e-42a0-b06a-dbbd1e31a9b7,dislike,4/2/2021 17:22,audio,food,Negative,10
5172,802a8533-3051-4e2c-ad30-7751ece5d514,dcc6000c-ba92-472c-8bc1-9e9ca30b475b,want,10/29/2020 13:08,audio,food,Positive,70
5173,802a8533-3051-4e2c-ad30-7751ece5d514,ad9f5c2f-aa30-4baf-b084-56b1a4b63b09,worried,1/24/2021 4:15,audio,food,Negative,12
5174,802a8533-3051-4e2c-ad30-7751ece5d514,2ad548cd-a899-4992-972b-92cde9cea8f1,cherish,5/16/2021 9:17,audio,food,Positive,70
5175,802a8533-3051-4e2c-ad30-7751ece5d514,b870b764-7447-4990-a8d4-024d33e0e67d,like,11/25/2020 2:44,audio,food,Positive,50
5176,802a8533-3051-4e2c-ad30-7751ece5d514,1798905d-6c3a-4e5d-a9d1-ce429b1260d7,interested,10/23/2020 4:26,audio,food,Positive,30
5177,8f12f846-7528-4516-aa7c-f937d868c904,a94a7d87-65df-4c21-847a-0e8af6cb5c02,peeking,2/17/2021 9:51,GIF,culture,Neutral,35
5178,8f12f846-7528-4516-aa7c-f937d868c904,f182f7d5-e202-4e89-832e-02205dd2ff02,cherish,7/23/2020 12:07,GIF,culture,Positive,70
5179,8f12f846-7528-4516-aa7c-f937d868c904,64b33556-9ecf-4ebc-8b4c-f829ab1a4881,scared,9/26/2020 0:54,GIF,culture,Negative,15
5180,8f12f846-7528-4516-aa7c-f937d868c904,ba55c3a8-5ab2-486a-8c90-b972117453bb,scared,5/23/2021 15:35,GIF,culture,Negative,15
5181,8f12f846-7528-4516-aa7c-f937d868c904,5870e611-6218-48e1-a9a0-ba86fe5598f7,dislike,5/16/2021 3:47,GIF,culture,Negative,10
5182,8f12f846-7528-4516-aa7c-f937d868c904,a6f003be-b0fd-4100-b4cc-f568a21b9745,peeking,2/10/2021 4:51,GIF,culture,Neutral,35
5183,8f12f846-7528-4516-aa7c-f937d868c904,48e26178-5cdd-4568-9990-d3bc5937910b,adore,10/16/2020 18:12,GIF,culture,Positive,72
5184,8f12f846-7528-4516-aa7c-f937d868c904,58fc0c8b-f669-4ee3-9a92-6d4290d85277,cherish,1/19/2021 2:34,GIF,culture,Positive,70
5185,8f12f846-7528-4516-aa7c-f937d868c904,289044c8-e74c-4814-898a-b3b5eba6e46e,intrigued,3/20/2021 22:06,GIF,culture,Positive,45
5186,8f12f846-7528-4516-aa7c-f937d868c904,eff1e86a-8ede-4a41-818b-9442e3181ee3,dislike,8/28/2020 19:26,GIF,culture,Negative,10
5187,8f12f846-7528-4516-aa7c-f937d868c904,23a48585-f2cf-4a20-8d30-f49361d5625c,disgust,5/7/2021 12:24,GIF,culture,Negative,0
5188,8f12f846-7528-4516-aa7c-f937d868c904,3a80467c-0f1f-49ca-b904-1938ea2177a9,like,5/5/2021 0:46,GIF,culture,Positive,50
5189,636e6499-b670-4cd4-a829-2c4c9e07db2a,9fbae7e6-65a9-4753-8db9-5f7855b6a540,indifferent,12/31/2020 20:12,photo,soccer,Neutral,20
5190,636e6499-b670-4cd4-a829-2c4c9e07db2a,289044c8-e74c-4814-898a-b3b5eba6e46e,heart,9/9/2020 12:14,photo,soccer,Positive,60
5191,636e6499-b670-4cd4-a829-2c4c9e07db2a,d1a89d23-7d17-4949-9e1a-637317141f3d,super love,4/10/2021 1:32,photo,soccer,Positive,75
5192,636e6499-b670-4cd4-a829-2c4c9e07db2a,4fe420fa-a193-4408-bd5d-62a020233609,disgust,10/25/2020 11:46,photo,soccer,Negative,0
5193,636e6499-b670-4cd4-a829-2c4c9e07db2a,8abcf667-7be3-439f-97bb-3375a3de366c,cherish,8/21/2020 11:58,photo,soccer,Positive,70
5194,636e6499-b670-4cd4-a829-2c4c9e07db2a,9a5c1dcc-d26b-4303-b487-3075e7d34e02,worried,2/18/2021 3:40,photo,soccer,Negative,12
5195,636e6499-b670-4cd4-a829-2c4c9e07db2a,f5d9a26e-986d-4d8e-a1c9-69493fb64736,intrigued,9/4/2020 17:04,photo,soccer,Positive,45
5196,636e6499-b670-4cd4-a829-2c4c9e07db2a,b827588c-31b2-47f3-916a-a1dbf7987f50,like,6/20/2020 9:24,photo,soccer,Positive,50
5197,636e6499-b670-4cd4-a829-2c4c9e07db2a,c07fd88f-9e7b-47eb-8477-8fcbffb7c5c8,dislike,1/7/2021 12:59,photo,soccer,Negative,10
5198,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,3e65775b-36e4-495d-9c45-28127fb3da5f,scared,6/27/2020 1:13,audio,travel,Negative,15
5199,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,374634b7-aead-4f2f-9303-c15f456c4094,adore,12/19/2020 7:37,audio,travel,Positive,72
5200,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,9be473d9-cfdf-4954-bae2-09b0555a8ebb,super love,4/17/2021 12:42,audio,travel,Positive,75
5201,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,b1ceae0c-016d-421f-a6f0-488a7857f9f6,super love,1/20/2021 19:00,audio,travel,Positive,75
5202,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,f86853a2-acda-4319-a50c-03f014248042,dislike,8/7/2020 8:54,audio,travel,Negative,10
5203,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,ddd079a8-00dd-4aab-9551-11961171db16,dislike,1/8/2021 17:05,audio,travel,Negative,10
5204,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,04e52602-e370-4a99-bfda-f0c1655058da,cherish,7/8/2020 6:33,audio,travel,Positive,70
5205,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,4c0558bc-b0d9-44b0-8b70-5fc6acb6c362,dislike,7/21/2020 13:48,audio,travel,Negative,10
5206,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,766886c9-a63a-4446-bb4a-07d611b3b212,dislike,6/30/2020 19:42,audio,travel,Negative,10
5207,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,4607d7b0-3313-49b8-9f73-5b8227fc5b67,dislike,11/2/2020 19:58,audio,travel,Negative,10
5208,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,9fbae7e6-65a9-4753-8db9-5f7855b6a540,intrigued,10/25/2020 21:40,audio,travel,Positive,45
5209,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,3eb6dad3-c017-4e77-8920-fbdea84b0acc,worried,10/30/2020 20:20,audio,travel,Negative,12
5210,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,54a8e072-5369-4122-9189-43b55e1a4ba2,like,5/1/2021 1:53,audio,travel,Positive,50
5211,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,34fcadd6-fa9b-4404-981a-c70c86cde556,dislike,9/30/2020 16:39,audio,travel,Negative,10
5212,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,5d454588-283d-459d-915d-c48a2cb4c27f,want,9/20/2020 15:18,audio,travel,Positive,70
5213,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,a92660de-2154-4694-a86e-88cb81c8ea95,worried,4/16/2021 11:02,audio,travel,Negative,12
5214,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,4fe420fa-a193-4408-bd5d-62a020233609,intrigued,1/14/2021 15:21,audio,travel,Positive,45
5215,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,c834ba1d-8a10-4984-aaf2-7c2eab207076,interested,8/21/2020 2:20,audio,travel,Positive,30
5216,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,31ff6616-c1dc-4b9a-8091-0b4d0cac25b1,peeking,7/25/2020 15:30,audio,travel,Neutral,35
5217,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,acd90ee9-84cd-465e-88e3-f128dd0cc1da,heart,2/2/2021 10:10,audio,travel,Positive,60
5218,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,f02267ef-8974-43f5-9a2f-03d2c8ec22ca,heart,12/10/2020 10:02,audio,travel,Positive,60
5219,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,9be473d9-cfdf-4954-bae2-09b0555a8ebb,love,3/21/2021 21:48,audio,travel,Positive,65
5220,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,e377a5c2-0378-4684-b7d1-5d80e04243ed,heart,10/3/2020 16:31,audio,travel,Positive,60
5221,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,3663e3e6-3d5c-4ed9-a6af-1e680ec5f34b,hate,12/30/2020 18:08,audio,travel,Negative,5
5222,ac120787-f331-497f-8733-7cd63dfd36b6,75ef996f-dee4-47d9-87e2-9b58ebd76ff0,love,3/16/2021 12:13,GIF,culture,Positive,65
5223,ac120787-f331-497f-8733-7cd63dfd36b6,fe0e2711-bad0-4a0a-90fa-b2d9e8c773a8,hate,9/11/2020 12:24,GIF,culture,Negative,5
5224,ac120787-f331-497f-8733-7cd63dfd36b6,33a8d02a-e255-4ffe-9d90-2df8c2914077,cherish,2/2/2021 0:47,GIF,culture,Positive,70
5225,ac120787-f331-497f-8733-7cd63dfd36b6,a483c273-aee5-44bc-883e-d6963157aa4c,worried,10/13/2020 14:23,GIF,culture,Negative,12
5226,ac120787-f331-497f-8733-7cd63dfd36b6,3eb6dad3-c017-4e77-8920-fbdea84b0acc,adore,2/22/2021 22:28,GIF,culture,Positive,72
5227,ac120787-f331-497f-8733-7cd63dfd36b6,7719b807-bf22-4b36-8f69-44d9a87d239b,disgust,9/7/2020 21:28,GIF,culture,Negative,0
5228,ac120787-f331-497f-8733-7cd63dfd36b6,5d33137a-3306-4d5f-8ab1-48d2446a12b0,super love,3/22/2021 16:37,GIF,culture,Positive,75
5229,ac120787-f331-497f-8733-7cd63dfd36b6,73a9e869-62a6-4508-b146-20dc9de19276,intrigued,3/17/2021 22:58,GIF,culture,Positive,45
5230,ac120787-f331-497f-8733-7cd63dfd36b6,ba55c3a8-5ab2-486a-8c90-b972117453bb,adore,5/7/2021 22:44,GIF,culture,Positive,72
5231,ac120787-f331-497f-8733-7cd63dfd36b6,3eb6dad3-c017-4e77-8920-fbdea84b0acc,hate,8/30/2020 20:15,GIF,culture,Negative,5
5232,ac120787-f331-497f-8733-7cd63dfd36b6,922d93a7-d56a-4e74-b1bf-1e7bab42dcc4,scared,1/7/2021 15:44,GIF,culture,Negative,15
5233,ac120787-f331-497f-8733-7cd63dfd36b6,f2a3b679-edc8-4b0e-9793-995ef2e100f2,like,6/3/2021 6:27,GIF,culture,Positive,50
5234,ac120787-f331-497f-8733-7cd63dfd36b6,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,hate,7/25/2020 4:44,GIF,culture,Negative,5
5235,ac120787-f331-497f-8733-7cd63dfd36b6,dd118345-3ba6-4800-9686-d5479fee403d,indifferent,12/19/2020 4:47,GIF,culture,Neutral,20
5236,ac120787-f331-497f-8733-7cd63dfd36b6,4bc62825-3109-4796-9465-1bf853165347,adore,4/29/2021 0:14,GIF,culture,Positive,72
5237,ac120787-f331-497f-8733-7cd63dfd36b6,92c3576c-8634-42a8-8005-6e1ff8c207e8,hate,11/15/2020 6:55,GIF,culture,Negative,5
5238,ac120787-f331-497f-8733-7cd63dfd36b6,22056f9e-4654-44e9-930d-2fabdeb80f95,dislike,6/11/2021 16:09,GIF,culture,Negative,10
5239,ac120787-f331-497f-8733-7cd63dfd36b6,fd7396b2-a18b-449c-b326-e676aebd7776,worried,4/26/2021 15:43,GIF,culture,Negative,12
5240,ac120787-f331-497f-8733-7cd63dfd36b6,a6668254-c779-424c-8c8b-1762bf45916e,disgust,8/31/2020 19:59,GIF,culture,Negative,0
5241,ac120787-f331-497f-8733-7cd63dfd36b6,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,disgust,9/24/2020 19:49,GIF,culture,Negative,0
5242,ac120787-f331-497f-8733-7cd63dfd36b6,4bc62825-3109-4796-9465-1bf853165347,hate,8/21/2020 22:15,GIF,culture,Negative,5
5243,ac120787-f331-497f-8733-7cd63dfd36b6,375985a6-ae79-43d2-b7c6-b182d83f1eaf,super love,5/17/2021 3:55,GIF,culture,Positive,75
5244,ac120787-f331-497f-8733-7cd63dfd36b6,c924f935-cff8-45c0-b4b7-5ed2c6cdaac8,interested,12/16/2020 19:10,GIF,culture,Positive,30
5245,ac120787-f331-497f-8733-7cd63dfd36b6,0f21b6d6-7be6-484c-9698-d851ad7d43c5,adore,8/29/2020 23:27,GIF,culture,Positive,72
5246,ac120787-f331-497f-8733-7cd63dfd36b6,2f112802-2501-45b5-a9d9-470cda6ef23e,heart,11/26/2020 19:37,GIF,culture,Positive,60
5247,ac120787-f331-497f-8733-7cd63dfd36b6,0828c4e1-63ec-4121-aa07-eefd37954bb9,disgust,9/14/2020 1:36,GIF,culture,Negative,0
5248,ac120787-f331-497f-8733-7cd63dfd36b6,69532ce2-1ffe-4187-8042-0230d115b24e,adore,12/28/2020 5:20,GIF,culture,Positive,72
5249,ac120787-f331-497f-8733-7cd63dfd36b6,ef629f00-391d-4a79-af74-77a9afdbbd41,cherish,8/29/2020 12:29,GIF,culture,Positive,70
5250,ac120787-f331-497f-8733-7cd63dfd36b6,392bf6a1-dd73-48a5-9fd9-431749f2a8ef,like,12/24/2020 0:51,GIF,culture,Positive,50
5251,9ec9b340-df2d-472f-9a7f-80b4790788e6,de39bbda-66a8-4c52-835a-7a104cf7f081,heart,1/4/2021 21:41,photo,travel,Positive,60
5252,9ec9b340-df2d-472f-9a7f-80b4790788e6,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,heart,1/5/2021 15:24,photo,travel,Positive,60
5253,9ec9b340-df2d-472f-9a7f-80b4790788e6,7b7b5825-2ae1-4119-99a7-e638f13267a0,peeking,8/3/2020 22:13,photo,travel,Neutral,35
5254,9ec9b340-df2d-472f-9a7f-80b4790788e6,f3eb7ee0-7788-43a0-9686-1c399260b17e,worried,12/5/2020 4:18,photo,travel,Negative,12
5255,9ec9b340-df2d-472f-9a7f-80b4790788e6,ac4e6ee0-d1bd-4e6b-9355-7567b3e3ec5e,scared,12/10/2020 4:23,photo,travel,Negative,15
5256,9ec9b340-df2d-472f-9a7f-80b4790788e6,4bc62825-3109-4796-9465-1bf853165347,love,6/4/2021 15:39,photo,travel,Positive,65
5257,9ec9b340-df2d-472f-9a7f-80b4790788e6,41b0ee09-2868-4c4b-a22d-b533a7fa46af,cherish,11/3/2020 3:31,photo,travel,Positive,70
5258,9ec9b340-df2d-472f-9a7f-80b4790788e6,89d6bd9d-ce6b-42e5-bb9b-ece3b338396d,interested,8/6/2020 7:02,photo,travel,Positive,30
5259,9ec9b340-df2d-472f-9a7f-80b4790788e6,fe224147-e893-4178-b46e-b12f22bd7ed1,scared,6/27/2020 0:40,photo,travel,Negative,15
5260,9ec9b340-df2d-472f-9a7f-80b4790788e6,2026ccb6-77b2-494c-9b6b-a5d32aa86776,disgust,3/7/2021 8:35,photo,travel,Negative,0
5261,9ec9b340-df2d-472f-9a7f-80b4790788e6,1a1be722-70b0-47e0-a737-1700cffa1e6d,heart,5/10/2021 21:08,photo,travel,Positive,60
5262,9ec9b340-df2d-472f-9a7f-80b4790788e6,122c3e03-0a96-4d62-9d17-27f8e2b6ba58,intrigued,1/19/2021 12:35,photo,travel,Positive,45
5263,9ec9b340-df2d-472f-9a7f-80b4790788e6,b76ebf8d-3f04-4e7f-aec8-22575f68d9e2,indifferent,5/17/2021 7:11,photo,travel,Neutral,20
5264,9ec9b340-df2d-472f-9a7f-80b4790788e6,1a1be722-70b0-47e0-a737-1700cffa1e6d,scared,2/22/2021 1:02,photo,travel,Negative,15
5265,da8f7258-6757-4a7e-892e-a16b925ef83b,8af596f3-c67c-4f40-a0cc-e258e730a8f5,indifferent,8/10/2020 11:42,photo,cooking,Neutral,20
5266,da8f7258-6757-4a7e-892e-a16b925ef83b,4607d7b0-3313-49b8-9f73-5b8227fc5b67,interested,8/1/2020 6:41,photo,cooking,Positive,30
5267,da8f7258-6757-4a7e-892e-a16b925ef83b,2af7f476-41b6-4147-aac7-0bbcb5043895,like,12/19/2020 0:55,photo,cooking,Positive,50
5268,da8f7258-6757-4a7e-892e-a16b925ef83b,a1290f9f-af93-432d-be86-65840470c621,super love,8/2/2020 9:01,photo,cooking,Positive,75
5269,da8f7258-6757-4a7e-892e-a16b925ef83b,90e2caab-9daa-4bf0-8104-c25e6c70c59d,intrigued,8/16/2020 20:09,photo,cooking,Positive,45
5270,da8f7258-6757-4a7e-892e-a16b925ef83b,92423e9a-4e8c-49bc-be75-c819912696ce,disgust,5/10/2021 0:37,photo,cooking,Negative,0
5271,da8f7258-6757-4a7e-892e-a16b925ef83b,5ffd8b51-164e-47e2-885e-8b8c46eb63ed,want,11/8/2020 18:04,photo,cooking,Positive,70
5272,da8f7258-6757-4a7e-892e-a16b925ef83b,48e26178-5cdd-4568-9990-d3bc5937910b,disgust,4/11/2021 20:38,photo,cooking,Negative,0
5273,da8f7258-6757-4a7e-892e-a16b925ef83b,66663a0d-856f-487f-a2a2-258af21ab3e5,interested,12/8/2020 7:49,photo,cooking,Positive,30
5274,da8f7258-6757-4a7e-892e-a16b925ef83b,ffdb3615-516c-422f-aa24-a137e3027d3a,intrigued,2/15/2021 3:01,photo,cooking,Positive,45
5275,da8f7258-6757-4a7e-892e-a16b925ef83b,ef147ea5-9696-44d5-b6c2-a43f62fd8ce2,love,2/13/2021 5:12,photo,cooking,Positive,65
5276,da8f7258-6757-4a7e-892e-a16b925ef83b,23cc47ff-e5cd-4915-828d-258aefce5a14,heart,7/3/2020 2:47,photo,cooking,Positive,60
5277,da8f7258-6757-4a7e-892e-a16b925ef83b,6eb62858-f6f3-4846-8054-52df483979de,super love,1/2/2021 10:28,photo,cooking,Positive,75
5278,da8f7258-6757-4a7e-892e-a16b925ef83b,c1e01541-7508-4712-a22c-0370f232a41e,heart,7/31/2020 7:56,photo,cooking,Positive,60
5279,da8f7258-6757-4a7e-892e-a16b925ef83b,22056f9e-4654-44e9-930d-2fabdeb80f95,cherish,7/14/2020 22:31,photo,cooking,Positive,70
5280,da8f7258-6757-4a7e-892e-a16b925ef83b,ba55c3a8-5ab2-486a-8c90-b972117453bb,peeking,9/6/2020 19:32,photo,cooking,Neutral,35
5281,da8f7258-6757-4a7e-892e-a16b925ef83b,80e03bc0-fc8f-475b-a4dd-870844b7a313,like,1/31/2021 6:24,photo,cooking,Positive,50
5282,da8f7258-6757-4a7e-892e-a16b925ef83b,1ff398e4-6b68-451d-9b00-2d2a565ba22a,interested,1/7/2021 16:45,photo,cooking,Positive,30
5283,da8f7258-6757-4a7e-892e-a16b925ef83b,8298747d-33c8-441c-9c5a-a6cf648c95d8,disgust,12/18/2020 0:57,photo,cooking,Negative,0
5284,da8f7258-6757-4a7e-892e-a16b925ef83b,b827588c-31b2-47f3-916a-a1dbf7987f50,disgust,5/24/2021 0:13,photo,cooking,Negative,0
5285,da8f7258-6757-4a7e-892e-a16b925ef83b,5870e611-6218-48e1-a9a0-ba86fe5598f7,disgust,6/26/2020 17:02,photo,cooking,Negative,0
5286,da8f7258-6757-4a7e-892e-a16b925ef83b,de1d478e-3552-4223-b039-d3086cc485ec,super love,5/21/2021 12:10,photo,cooking,Positive,75
5287,da8f7258-6757-4a7e-892e-a16b925ef83b,4fe420fa-a193-4408-bd5d-62a020233609,worried,5/3/2021 4:39,photo,cooking,Negative,12
5288,da8f7258-6757-4a7e-892e-a16b925ef83b,87026ce7-fd0b-4b57-9126-d4bae2c1ee0e,disgust,8/14/2020 22:07,photo,cooking,Negative,0
5289,da8f7258-6757-4a7e-892e-a16b925ef83b,2f112802-2501-45b5-a9d9-470cda6ef23e,super love,8/9/2020 7:32,photo,cooking,Positive,75
5290,da8f7258-6757-4a7e-892e-a16b925ef83b,34e8add9-0206-47fd-a501-037b994650a2,like,6/25/2020 0:41,photo,cooking,Positive,50
5291,da8f7258-6757-4a7e-892e-a16b925ef83b,38cceae3-14e0-49bb-8087-f6f210a2053a,intrigued,11/24/2020 9:01,photo,cooking,Positive,45
5292,da8f7258-6757-4a7e-892e-a16b925ef83b,f73a01fe-444d-4b94-8d0e-4ec2cb97495b,dislike,3/8/2021 22:16,photo,cooking,Negative,10
5293,da8f7258-6757-4a7e-892e-a16b925ef83b,2941011b-f214-4430-8a14-e791ed0805bb,dislike,12/21/2020 15:22,photo,cooking,Negative,10
5294,da8f7258-6757-4a7e-892e-a16b925ef83b,8fe167eb-3c69-459a-b32d-b030b942eab4,cherish,4/17/2021 17:42,photo,cooking,Positive,70
5295,da8f7258-6757-4a7e-892e-a16b925ef83b,2aae6657-1214-4119-8cde-6b0dc5cd5529,peeking,4/11/2021 6:08,photo,cooking,Neutral,35
5296,da8f7258-6757-4a7e-892e-a16b925ef83b,69532ce2-1ffe-4187-8042-0230d115b24e,scared,3/14/2021 22:26,photo,cooking,Negative,15
5297,da8f7258-6757-4a7e-892e-a16b925ef83b,5b3b843e-7c66-4eac-82b6-8d6f7a19277c,adore,11/19/2020 6:28,photo,cooking,Positive,72
5298,da8f7258-6757-4a7e-892e-a16b925ef83b,84bd5adb-286c-429a-926d-4ea120270825,interested,1/14/2021 20:04,photo,cooking,Positive,30
5299,da8f7258-6757-4a7e-892e-a16b925ef83b,9a5c1dcc-d26b-4303-b487-3075e7d34e02,scared,7/9/2020 21:05,photo,cooking,Negative,15
5300,da8f7258-6757-4a7e-892e-a16b925ef83b,de050611-e926-43bb-b1ea-502d8bd25bfc,love,9/6/2020 15:36,photo,cooking,Positive,65
5301,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,317c70d5-fe65-4663-afb1-150108e0e55c,intrigued,1/11/2021 14:31,audio,tennis,Positive,45
5302,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,f2a3b679-edc8-4b0e-9793-995ef2e100f2,scared,1/12/2021 6:41,audio,tennis,Negative,15
5303,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,d9aab962-e964-4afd-83ee-abda0865da67,interested,5/9/2021 16:22,audio,tennis,Positive,30
5304,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2,want,3/29/2021 18:58,audio,tennis,Positive,70
5305,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,f50ac030-3af8-4e07-aacf-dccff353b8f6,heart,12/27/2020 23:34,audio,tennis,Positive,60
5306,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,1f81cb56-5258-4f9e-ab2c-4dfb581b44cb,want,5/15/2021 8:59,audio,tennis,Positive,70
5307,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,fd4da61a-5102-4311-8b9f-2ec57bfac6b1,adore,2/4/2021 21:42,audio,tennis,Positive,72
5308,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,108fc1be-9c15-440a-9cab-634c3f414dcc,peeking,11/30/2020 10:24,audio,tennis,Neutral,35
